"142","FINAL LIST OF CANDIDATES FOR NATIONAL ELECTIONS - (PRESIDENTIAL, SENATORIAL AND HOUSE OF REPRESENTATIVES)","","","","","","","","",""
"4","","Aleiro/Gwandu/Jega","MALAMI JAMILA","APP","None","38","F","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SENIOR","",""
"","","","","","","","","SECONDARY SCHOOL","",""
"5","","Aleiro/Gwandu/Jega","YUSUF HARUNA","NNPP","None","43","M","SSCE","",""
"6","","Aleiro/Gwandu/Jega","MANSUR MUSA","PDP","None","40","M","FSLC SSCE","",""
"7","","Aleiro/Gwandu/Jega","SULEIMAN MUSA JEGA","PRP","None","66","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE TEACHERS","",""
"","","","","","","","","COLLEGE DIPLOMA","",""
"8","","Aleiro/Gwandu/Jega","BAGUDU USMAN","SDP","None","34","M","FLSC SSCE","",""
"9","","Aleiro/Gwandu/Jega","NURA ADAMU","ZLP","None","42","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE","",""
"10","","Arewa/Dandi","ABUBAKAR ZAHRA’U","ADC","None","31","F","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE HND","",""
"11","","Arewa/Dandi","RABIU GARBA KAMBA","APC","None","61","M","SCH. CERTIFICATE WASC","",""
"","","","","","","","","B.sc HONS","",""
"12","","Arewa/Dandi","BELLO SAMIRA","APM","None","34","F","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE SSCE NCE","",""
"13","","Arewa/Dandi","JABIR BELLO","NNPP","None","50","M","SSCE","",""
"14","","Arewa/Dandi","YAKUBU ISAH KAMBA","NRM","None","35","M","SENIOR SECONDARY","",""
"","","","","","","","","SCHOOL CERTIFICATE","",""
"","","","","","","","","NATIONAL DIPLOMA","",""
"15","","Arewa/Dandi","ABDULLAHI UMAR KAMBA","PDP","None","53","M","FSLC WASC","",""
"16","","Arewa/Dandi","YA’U AMINU","PRP","None","34","M","FIRST SCHOOL LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"","","","","","","","","certificate","",""
"17","Arewa/Dandi","KANGIWA ISAH MAMUDA","SDP","None","59","M","FLSC GTC","","",""
"18","Argungu/Augie","UMAR NASIRU","ADC","None","41","M","","","",""
"19","Argungu/Augie","ISAH BASHAR","APC","None","53","M","PRIMARY SCHOOL","","",""
"","","","","","","","CERTIFICATE SENIOR","","",""
"","","","","","","","SECONDARYCERTIFICATE","","",""
"20","Argungu/Augie","HALIDU MUKTARI","APM","None","52","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE TEACHER","","",""
"","","","","","","","GRADE II NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"21","Argungu/Augie","ISAH YAHAYA","APP","None","33","M","FSLC SSCE","","",""
"22","Argungu/Augie","ABUBAKAR KHALID","NNPP","None","44","M","PRIMARY CERTIFICATE","","",""
"","","","","","","","SSCE DIPLOMA, BSC","","",""
"23","Argungu/Augie","MUHAMMED ALIYU","NRM","None","35","M","NATIONAL BUSINESS","","",""
"","","","","","","","AND TECHNICAL","","",""
"","","","","","","","EXAMINATION BOARD ND","","",""
"24","Argungu/Augie","SANI YAKUBU NOMA","PDP","","","","","COURT","",""
"","","","","","","","","ORDER","",""
"25","Argungu/Augie","ARGUNGU SIRAJO","PRP","None","40","M","FIRST SCHOOL LEAVING","","",""
"","","ABUBAKAR MUSA","","","","","CERTIFICATE WAEC B.SC","","",""
"26","Argungu/Augie","IDRIS SAHIBADEEN","SDP","None","38","M","FLSC SSCE","","",""
"27","Bagudo/Suru","ABUBAKAR ABDULLAHI","ADC","None","38","M","","","",""
"28","Bagudo/Suru","BELLO A. KAOJE","APC","None","51","M","PRIMARY CERTIFICATE","","",""
"","","","","","","","SECONDARY SCHOOL","","",""
"","","","","","","","CERTIFICATE HND","","",""
"29","Bagudo/Suru","HUSSAINI  SHAMSU SURU","APGA","None","36","M","FSLC SSCE HND","","",""
"30","Bagudo/Suru","UMAR HALIRU MOHAMMED","APM","None","51","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE SSCE","","",""
"","","","","","","","HIGHER NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"31","Bagudo/Suru","MUSA ALHAJI","NNPP","None","34","M","SSCE","","",""
"32","Bagudo/Suru","BELLO KABIRU","PDP","None","45","M","FSLC WAEC","","",""
"33","Bagudo/Suru","ZAGGA YAHAYA","PRP","None","64","M","FIRST SCHOOL LEAVING","","",""
"","","MUHAMMAD BASHAR","","","","","CERTIFICATE TEACHER","","",""
"","","","","","","","GRADE II CERTIFICATE","","",""
"34","Bunza/Birnin Kebbi/","UMAR ABDULRAHMAN","ADC","None","35","M","","","",""
"","Kalgo","","","","","","","","",""
"35","Bunza/Birnin Kebbi/","BUNZA MUKHTAR UMAR","APC","None","56","M","PRIMARY CERTIFICATE","","",""
"","Kalgo","","","","","","GCE P.hD","","",""
"36","Bunza/Birnin Kebbi/","MALAMI BELLO","APM","None","46","M","FIRST SCHOOL LEAVING","","",""
"","Kalgo","","","","","","CERTIFICATE SSCE","","",""
"","","","","","","","HIGHER NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"37","Bunza/Birnin Kebbi/","DAN ILLELA  SANI","APP","None","34","M","FSLC SSCE","","",""
"","Kalgo","","","","","","","","",""
"38","Bunza/Birnin Kebbi/","ABUBAKAR  ALIYU","NNPP","None","60","M","PRIMARY CERTIFICATE","","",""
"","Kalgo","DANGALADIMA","","","","","SSCE NCE, ADPA, BSC,","","",""
"","","","","","","","MPA, MIAD","","",""
"39","Bunza/Birnin Kebbi/","MOHAMMED BASHAR","NRM","None","35","M","SENIOR SECONDARY","","",""
"","Kalgo","","","","","","SCHOOL CERTIFICATE","","",""
"","","","","","","","NATIONAL DIPLOMA","","",""
"40","Bunza/Birnin Kebbi/","MOHAMMED BELLO ABBA","PDP","None","40","M","FSLC WASC LLB LAW","","",""
"","Kalgo","","","","","","","","",""
"41","Bunza/Birnin Kebbi/","SHAMAKI ABDULLAHI","PRP","None","62","M","FIRST SCHOOL LEAVING","","",""
"","Kalgo","","","","","","CERTIFICATE GCE MBA","","",""
"42","Bunza/Birnin Kebbi/","YAKUBU BELLO","SDP","None","59","M","FLSC SSCE BSC","","",""
"","Kalgo","MUHAMMAD","","","","","","","",""
"43","Bunza/Birnin Kebbi/","UDU DAZULI","ZLP","None","36","M","FIRST SCHOOL LEAVING","","",""
"","Kalgo","","","","","","CERTIFICATE SSCE","","",""
"44","Fakai/Sakaba/Wasagu/","BAWA RABIU","ADC","None","52","M","","","",""
"","Danko/ Zuru","","","","","","","","",""
"45","Fakai/Sakaba/Wasagu/","TUKURA KABIR IBRAHIM","APC","None","38","M","PRIMARY LEAVING","","",""
"","Danko/ Zuru","","","","","","CERTIFICATE SSCE","","",""
"46","Fakai/Sakaba/Wasagu/","IBRAHIM BALA","APM","None","51","M","FIRST SCHOOL LEAVING","","",""
"","Danko/ Zuru","","","","","","CERTIFICATE SSCE B.ED","","",""
"47","Fakai/Sakaba/Wasagu/","RABIÃœ MOHAMMED","NNPP","None","35","M","PGD","","",""
"","Danko/ Zuru","","","","","","","","",""
"48","Fakai/Sakaba/Wasagu/","SAHABI DANLADI MAHUTA","PDP","None","49","M","FSLC SSCE BSc IN","","",""
"","Danko/ Zuru","","","","","","BIOCHEMISTRY","","",""
"49","Fakai/Sakaba/Wasagu/","USMAN MUKTAR GARBA","PRP","None","32","M","FIRST SCHOOL LEAVING","","",""
"","Danko/ Zuru","","","","","","CERTIFICATE WAEC","","",""
"50","Fakai/Sakaba/Wasagu/","SALIHU MANGA YUSUF","SDP","None","38","M","FLSC SSCE","","",""
"","Danko/ Zuru","","","","","","","","",""
"51","Koko-Besse/Maiyama","GARBA KABIRU","ADC","None","39","M","","","",""
"52","Koko-Besse/Maiyama","MUHAMMED SHEHU","APC","None","44","M","PSLC SSLC B.sc POLITICAL","","",""
"","","","","","","","SCIENCE","","",""
"53","Koko-Besse/Maiyama","MUSA KOKO SALISU","APGA","None","34","M","FSLC SSCE NCE","","",""
"54","Koko-Besse/Maiyama","HALIRU HAUWA SULEIMAN","APM","None","44","F","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE SSCE","","",""
"","","","","","","","HIGHER NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"55","Koko-Besse/Maiyama","SULEIMAN SANUSI","NNPP","None","38","M","PRIMARY CERTIFICATE","","",""
"","","","","","","","SSCE INTERMEDIATE","","",""
"","","","","","","","CERTIFICATE, ND","","",""
"56","Koko-Besse/Maiyama","MUHAMMAD SAGIR","NRM","None","35","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE SSCE","","",""
"","","","","","","","NATIONAL DIPLOMA","","",""
"57","Koko-Besse/Maiyama","GARBA KOKO SALISU","PDP","None","58","M","FSLC GRADE 2","","",""
"58","Koko-Besse/Maiyama","DANKANE SALIHU DOGON","PRP","None","64","M","FIRST SCHOOL LEAVING","","",""
"","","DAJI","","","","","CERTIFICATE GRADE II","","",""
"","","","","","","","CERTIFICATE B.A (E.D)","","",""
"59","Koko-Besse/Maiyama","ABDULLAHI FARUKU","SDP","None","39","M","FLSC NECO","","",""
"60","Ngaski/Shanga/Yauri","BANA RABIU","ADC","None","52","M","FLSC SSCE","","",""
"61","Ngaski/Shanga/Yauri","YUSUF TANKO SUNUNU","APC","None","55","M","PRIMARY LEAVING","","",""
"","","","","","","","CERTIFICATE GENERAL","","",""
"","","","","","","","CERTIFICATE OF","","",""
"","","","","","","","EDUCATION","","",""
"62","Ngaski/Shanga/Yauri","DAUDA  LAWAL","APM","None","49","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE NAPTEB","","",""
"","","","","","","","HIGHER NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"63","Ngaski/Shanga/Yauri","SHEHU ARMI YA’Ãœ","NNPP","None","36","M","PRIMARY CERTIFICATE","","",""
"","","","","","","","SSCE DIPLOMA","","",""
"64","Ngaski/Shanga/Yauri","ABDULLAHI ISYAKA","NRM","None","35","M","SSCE B.Sc","","",""
"","","DANKWALBA","","","","","","","",""
"65","Ngaski/Shanga/Yauri","MUHAMMAD BALA USMAN","PDP","None","58","","FSLC SSCE NATIONAL","","",""
"","","","","","","","DIPLOMA","","",""
"66","Ngaski/Shanga/Yauri","MUHAMMAD MUSA","PRP","None","48","","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE WAEC","","",""
"","","","","","","","certificate DIPLOMA","","",""
"67","Ngaski/Shanga/Yauri","MOHAMMED SALISU","SDP","None","54","","FLSC SSCE H","","",""
"","","DANMAJE","","","","","","","",""
"","Kogi State","","","","","","","","",""
"299","FINAL LIST OF CANDIDATES FOR NATIONAL ELECTIONS - (PRESIDENTIAL, SENATORIAL AND HOUSE OF REPRESENTATIVES)","","","","","","","","",""
"S/N","STATE","CONSTITUENCY","NAME OF CANDIDATE","PARTY","PWD","AGE","GENDER","QUALIFICATION","REMARKS",""
"1","KOGI","Adavi/Okehi","ADUBAZI ABDULLAHI","ADC","None","33","M","","",""
"2","","Adavi/Okehi","SHAIB IDRIS","APC","None","57","M","FSLC GCE GRADE II","",""
"","","","","","","","","B.SC,MSC,ACA","",""
"3","","Adavi/Okehi","OBANYI MUTALIB","NNPP","None","32","M","PRIMARY CERTIFICATE","",""
"","","","","","","","","SSCE","",""
"4","","Adavi/Okehi","ABDULMALEEK","PDP","None","54","M","FSLC SSCE B.SC, MBA","",""
"","","","ABDULRAHEEM DANGA","","","","","","",""
"5","","Adavi/Okehi","MUSA SALAWUDEEN","SDP","None","30","M","","",""
"","","","ODUBA","","","","","","",""
"6","","Ajaokuta","SANNI EGIDE","APC","None","52","M","FSLC WASSC HND","",""
"","","","ABDULRAHEEM","","","","","","",""
"7","","Ajaokuta","ZHIYA  GWATANA GABREAL","LP","None","47","M","FSLC WASC/GCE","",""
"8","","Ajaokuta","IDIRISU LAWAL","NNPP","None","60","M","PRIMARY CERTIFICATE","",""
"","","","MUHAMMADU","","","","","SSCE","",""
"9","","Ajaokuta","RAJI SHEIDU","NRM","None","42","M","WAEC HIGHER NATIONAL","",""
"","","","","","","","","DIPLOMA","",""
"10","","Ajaokuta","OKINO ALOYSIUS ADEIZA","PDP","None","45","M","FSLC SSCE BSC, MBA","",""
"11","","Ajaokuta","BELLO ABDULAZEEZ","PRP","None","54","M","PRIMARY SCHOOL","",""
"","","","","","","","","CERTIFICATE SENIOR","",""
"","","","","","","","","SECONDARY CERTIFICATE","",""
"12","","Ajaokuta","ISMAILA ABDULMAJEED","SDP","None","30","M","FSLC NECO HND","",""
"13","","Ankpa/Omala/","ADAM ISHAQ","AA","None","31","M","F.L.S.C NECO B.A. HISTORY","",""
"","","Olamaboro","","","","","","","",""
"14","","Ankpa/Omala/","NATHANIEL  ABUTU ALFA","ADC","None","61","M","FIRST SCHOOL LEAVING","",""
"","","Olamaboro","","","","","","CERTIFICATE  WEST","",""
"","","","","","","","","AFRICAN SCHOOL","",""
"","","","","","","","","CERTIFICATE","",""
"15","","Ankpa/Omala/","ABDULLAHI IBRAHIM ALI","APC","None","57","M","FSLC WAEC B.SC POL.","",""
"","","Olamaboro","","","","","","SCIENCE","",""
"16","","Ankpa/Omala/","UMORU JAMES","APGA","None","50","M","FLSC WAEC","",""
"","","Olamaboro","","","","","","","",""
"17","Ankpa/Omala/","SUNDAY  ELIJAH","APP","None","26","M","FSLC SSCE HND","","",""
"","Olamaboro","","","","","","","","",""
"18","Ankpa/Omala/","AMEH PETER OJONUGWA","LP","None","45","M","FSLC WASC/GCE BSC","","",""
"","Olamaboro","","","","","","","","",""
"19","Ankpa/Omala/","SANI AHMED MOHAMMED","NNPP","None","43","M","SSCE","","",""
"","Olamaboro","","","","","","","","",""
"20","Ankpa/Omala/","AGADA AGNES AJUMA","NRM","None","59","F","NCE BACHELOR OF","","",""
"","Olamaboro","","","","","","EDUCATION","","",""
"21","Ankpa/Omala/","ADEJOH JOSHUA","PDP","None","38","M","FSLC SSCE BSC","","",""
"","Olamaboro","","","","","","","","",""
"22","Ankpa/Omala/","DR.  ABDULLAHI YUNUSA","PRP","None","53","M","PHD CRIMINOLOGY","","",""
"","Olamaboro","","","","","","MASTERS IN PUBLIC","","",""
"","","","","","","","ADMIN BSC SOCIOLOGY","","",""
"23","Ankpa/Omala/","BEN DDAJI","SDP","None","61","M","WAEC BSC","","",""
"","Olamaboro","","","","","","","","",""
"24","Bassa/Dekina","OBAKA ABDUL, BAYE","ADC","None","56","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE WASC HND","","",""
"25","Bassa/Dekina","HARUNA PAUL GOWON","APC","None","51","M","FSLC WASC BACHELOR OF","","",""
"","","","","","","","LAW [LL.B]","","",""
"26","Bassa/Dekina","OMATA MONDAY SULE","APGA","None","35","M","SSCE","","",""
"27","Bassa/Dekina","OYIBO JAMES H.","LP","None","44","M","FSLC SSCE HND","","",""
"28","Bassa/Dekina","ISAH  AMINU USMAN","NNPP","None","48","M","SSCE DEGREE,PGD","","",""
"","","ICHABA","","","","","","","",""
"29","Bassa/Dekina","OSENI AYEGBA","NRM","None","40","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE  SENIOR","","",""
"","","","","","","","SECONDARY SCHOOL","","",""
"30","Bassa/Dekina","USMAN OKAI AUSTIN","PDP","None","37","M","FSLC SSCE/PRE ND ND,","","",""
"","","","","","","","HND","","",""
"31","Bassa/Dekina","ILIYASU DAUDA EKULE","SDP","None","48","M","","","",""
"32","Idah/Igalamela Odolu/","AMODU YAKUBU ATUMEYI","AA","None","46","M","WAEC OND","","",""
"","Ibaji/ Ofu","","","","","","","","",""
"33","Idah/Igalamela Odolu/","IDOKO NATHAN  ILANWA","ADC","None","39","M","FSLC SSCE MASTERS OF","","",""
"","Ibaji/ Ofu","","","","","","ARTS (LAW)","","",""
"34","Idah/Igalamela Odolu/","UMAR HASSAN USMAN","ADP","None","49","M","FLSC SCHOOL WASC","","",""
"","Ibaji/ Ofu","","","","","","DIPLOMA ADVANCED","","",""
"35","Idah/Igalamela Odolu/","ZACHARIAS DAVID IDRIS","APC","None","49","M","FSLC WAEC B.SC SOC","","",""
"","Ibaji/ Ofu","","","","","","","","",""
"36","Idah/Igalamela Odolu/","JAMES OJOCHOGWU","LP","None","34","M","FSLC WAEC BSC","","",""
"","Ibaji/ Ofu","FRIDAY","","","","","","","",""
"37","Idah/Igalamela Odolu/","EGBUNU  AMANABO YUSUF","NNPP","None","44","M","PRIMARY CERTIFICATE","","",""
"","Ibaji/ Ofu","","","","","","SSCE DIPLOMA,BSC,MBA","","",""
"38","Idah/Igalamela Odolu/","SULEIMAN SHEIDU","NRM","None","39","M","FIRST SCHOOL LEAVING","","",""
"","Ibaji/ Ofu","","","","","","CERTIFICATE  WAEC","","",""
"39","Idah/Igalamela Odolu/","UCHOLA OMALE OJOGBANE","PDP","None","43","M","FSLC SSCE BSC","","",""
"","Ibaji/ Ofu","","","","","","","","",""
"40","Idah/Igalamela Odolu/","ABU JOSEPH ACHILE","SDP","None","47","M","FSLC SSCE LLB,BL","","",""
"","Ibaji/ Ofu","","","","","","","","",""
"41","Ijumu/Kabba-Bunu","MISHAEL SEUN SILVANUS","A","None","27","M","SSC NATIONAL IPLOMA","","",""
"","","","","","","","(PUBLIC","","",""
"","","","","","","","ADMINISTRATION)","","",""
"42","Ijumu/Kabba-Bunu","IDRIS SALMAN","ADC","None","51","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE WASC MSc,","","",""
"","","","","","","","architecture","","",""
"43","Ijumu/Kabba-Bunu","MISHAEL SILVAMUS","ADP","None","27","M","FLSC","","",""
"44","Ijumu/Kabba-Bunu","ADEBAYO A. DAVID","NNPP","None","27","M","SSCE","","",""
"45","Ijumu/Kabba-Bunu","OLORUNMAGBA","NRM","None","50","M","FLSC  GRADE II TEACHERS","","",""
"","","EMMANUEL SUNDAY","","","","","CERTIFICATE  B.Sc","","",""
"46","Ijumu/Kabba-Bunu","OLOBATOKE OLAIYA","PDP","None","38","M","FSLC SSCE BSC","","",""
"","","MICHAEL","","","","","","","",""
"47","Ijumu/Kabba-Bunu","BELLO IBIYEMI ABAYOMI","SDP","None","49","M","FLSC WAEC NYSC","","",""
"48","Ijumu/Kabba-Bunu","OJO AKINOLA ABIMBOLA","YPP","None","30","M","SSCE BSC","","",""
"49","Ijumu/Kabba-Bunu","MEJABI ABDULLAHI ADE","ZLP","None","40","M","FSLC NECO BSC","","",""
"50","Kogi (Lokoja)/Kogi","MUHAMMED UMAR","ADC","None","36","M","FIRST SCHOOL LEAVING","","",""
"","(K.K.)","FAROUK","","","","","CERTIFICATE  SECONDARY","","",""
"","","","","","","","SCHOOL CERTIFICATE","","",""
"51","Kogi (Lokoja)/Kogi","MUHAMMED  BALA YAHAYA","ADP","None","43","M","FLSC SCHOOL WASC B.SC","","",""
"","(K.K.)","","","","","","MANAGEMENT","","",""
"52","Kogi (Lokoja)/Kogi","AGUYA SULEIMAN DANLADI","APC","None","44","M","ST.PAUL LGA OTUBE S.B.T.C","","",""
"","(K.K.)","","","","","","SULEJA NIGER STATE N.B.C","","",""
"53","Kogi (Lokoja)/Kogi","ONIMODE BAYO","APP","None","39","M","FSLC SSCE","","",""
"","(K.K.)","MOHAMMED","","","","","","","",""
"54","Kogi (Lokoja)/Kogi","IDRIS ABDULLAHI","NNPP","None","36","M","PRIMARY CERTIFICATE","","",""
"","(K.K.)","","","","","","SSCE BSC","","",""
"55","Kogi (Lokoja)/Kogi","AILUKA WAMBEBE GODWIN","NRM","None","37","M","FIRST SCHOOL LEAVING","","",""
"","(K.K.)","","","","","","CERTIFICATE  WAEC ND","","",""
"56","Kogi (Lokoja)/Kogi","IBRAHIM ISAH SHABA","PDP","None","56","M","FSLC SSCE BSC","","",""
"","(K.K.)","","","","","","","","",""
"57","Kogi (Lokoja)/Kogi","YUSUF MOHAMMED SANNI","SDP","None","44","M","","","",""
"","(K.K.)","","","","","","","","",""
"58","Kogi (Lokoja)/Kogi","MOHAMMED ISAIAH","YPP","None","40","M","WAEC","","",""
"","(K.K.)","DANJUMA OBIAJULU","","","","","","","",""
"59","Kogi (Lokoja)/Kogi","ABDULLAHI GARBA BAKO","ZLP","None","54","M","FSLC WAEC BSC","","",""
"","(K.K.)","","","","","","","","",""
"60","Okene/Ogori-Magogo","AVAZI EBENEZER","AA","None","31","M","F.L.S.C WAEC B.SC","","",""
"61","Okene/Ogori-Magogo","ASUKU SHAIBU ONIVO","ADC","None","57","M","FIRST SCHOOL LEAVING","","",""
"","","","","","","","CERTIFICATE SSCE NCE","","",""
"62","Okene/Ogori-Magogo","ALIYU OGAJI","ADP","None","51","M","LGEA SCH, EJAHI, UVETE","","",""
"","","ADBULRAHMAN","","","","","EAGLES EDUCATION","","",""
"","","","","","","","CENTRE ADEKUNLE","","",""
"","","","","","","","AJASIN UNIVERSITY","","",""
"63","Okene/Ogori-Magogo","OZIGI MUHAMMED TIJANI","APC","None","34","M","WAEC/GCE","","",""
"64","Okene/Ogori-Magogo","ABDULSALAMI MOHAMMED","APGA","None","51","M","FLSC WAEC","","",""
"65","Okene/Ogori-Magogo","ADEMOH YUSUF","NNPP","None","29","M","SSCE","","",""
"66","Okene/Ogori-Magogo","OGEMBE SANNI SALAU","PDP","None","51","M","FSLC SSCE","","",""
"67","Okene/Ogori-Magogo","ZUBAIRU AHMEDTIJANI","PRP","None","56","M","PRIMARY SCHOOL","","",""
"","","ADINOYI","","","","","LEAVING CERTIFICATE","","",""
"","","","","","","","WEST AFRICASCHOOL","","",""
"68","Okene/Ogori-Magogo","ORICHA SILAS ADEIZA","SDP","None","35","M","LEAVING CERTIFICATE","","",""
"","","","","","","","SSCE B.ENG","","",""
"69","Okene/Ogori-Magogo","JATTO MOHAMMED SALIHU","YPP","None","46","M","FIRST LEAVING","","",""
"","","","","","","","CERTIFICATE SENIOR","","",""
"","","","","","","","SECONDARY CERTIFICATE","","",""
"70","Yagba East/Yagba","ALONGE VICTOR","A","None","25","M","SSCE","","",""
"","West/ Mopamuro","OLUWABUSAYO","","","","","","","",""
"71","Yagba East/Yagba","MUSA LESLIE LASISI","AA","None","66","M","F.L.S.C WAEC BSC","","",""
"","West/ Mopamuro","","","","","","MATHEMATICS","","",""
"72","Yagba East/Yagba","ABEJIDE JOSEPH, LEKE","ADC","None","47","M","FIRST SCHOOL LEAVING","","",""
"","West/ Mopamuro","","","","","","CERTIFICATE WASC","","",""
"","","","","","","","MASTERS OF BUSINESS","","",""
"73","Yagba East/Yagba","BAMIGBOYE SUNDAY","ADP","None","49","M","FIRST LEAVING","","",""
"","West/ Mopamuro","OSIKEFAN","","","","","CERTIFICATE  SCHOOL","","",""
"","","","","","","","WASC","","",""
"74","Yagba East/Yagba","OLAFEMI FOLORUNSHO","APC","None","44","M","FSLC WAEC B.ENGR","","",""
"","West/ Mopamuro","","","","","","","","",""
"75","Yagba East/Yagba","JEREMIAH JULIUS","APGA","None","45","M","FSLC WAEC HIGHER","","",""
"","West/ Mopamuro","OLADOKUN","","","","","IINSTITUTION","","",""
"76","Yagba East/Yagba","ADEKUNLE KOMOLA","NNPP","None","50","M","SSCE","","",""
"","West/ Mopamuro","","","","","","","","",""
"77","Yagba East/Yagba","FANIYI TOLORUNJU JOSEPH","PDP","None","61","M","FSLC SSCE BSC","","",""
"","West/ Mopamuro","","","","","","","","",""
"78","Yagba East/Yagba","JETHRO OLUSEGUN","SDP","None","40","M","","","",""
"","West/ Mopamuro","SOLOMON","","","","","","","",""
"79","Yagba East/Yagba","OBINIMI BAMIDELE","YPP","None","42","M","PRIMARY CERTIFICATE","","",""
"","West/ Mopamuro","RICHARD","","","","","SECONDARY SCHOOL","","",""
"","","","","","","","CERTIFICATE","","",""
"","Kwara State","","","","","","","","",""
"305","FINAL LIST OF CANDIDATES FOR NATIONAL ELECTIONS - (PRESIDENTIAL, SENATORIAL AND HOUSE OF REPRESENTATIVES)","","","","","","","","",""
"S/N","STATE","CONSTITUENCY","NAME OF CANDIDATE","PARTY","PWD","AGE","GENDER","QUALIFICATION","REMARKS",""
"1","KWARA","Baruten/Kaiama","MUHAMMED ALIMI","AA","None","40","M","F.L.S.C WAEC","",""
"","","","ABDULLAHI","","","","","","",""
"2","","Baruten/Kaiama","BIO SOLOMON","ADC","None","53","M","","",""
"3","","Baruten/Kaiama","MOHAMMED OMAR BIO","APC","None","58","M","FFIRST SCHOOL","",""
"","","","","","","","","LEAVING CERTIFICATE","",""
"","","","","","","","","TEACHERS GRADE II","",""
"","","","","","","","","CERTIFICATE","",""
"4","","Baruten/Kaiama","IRANLOYE ABIODUN","APM","None","42","M","FIRST SCHOOL","",""
"","","","","","","","","LEAVING CERTIFICATE","",""
"","","","","","","","","SSCE NCE","",""
"5","","Baruten/Kaiama","MUHAMMED MIJI","LP","None","42","M","FSLC WAEC/GCE","",""
"","","","ABDULKADIR","","","","","","",""
"6","","Baruten/Kaiama","YUSUF FATI BINTA","NNPP","None","54","F","PRIMARY LEAVING","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"","","","","","","","","BARCHELOR OF ART","",""
"7","","Baruten/Kaiama","IDRIS BUKO MUSA","PDP","None","38","M","FSLC NECO B.","",""
"","","","","","","","","FISHERIES","",""
"8","","Baruten/Kaiama","AHMED-ABUBAKAR","SDP","None","62","M","FLSC WAEC","",""
"","","","MOHAMMED SANI","","","","","REGISTERED NURSE","",""
"9","","Baruten/Kaiama","ABDULQUADIR HALIRU","ZLP","None","32","M","NECO","",""
"10","","Edu/Moro/Pategi","OLABANJO LAMIDI","AA","None","52","M","F.L.S.C WAEC","",""
"","","","AYINDE","","","","","","",""
"11","","Edu/Moro/Pategi","MUHAMMED HON ZAKA","ADC","None","42","M","","",""
"12","","Edu/Moro/Pategi","SABA AHMED ADAM","APC","None","44","M","FIRST SCHOOL","",""
"","","","","","","","","LEAVING CERTICATE","",""
"","","","","","","","","SSCE","",""
"13","","Edu/Moro/Pategi","YUSUF  KAMALDEEN","APM","None","34","M","FIRST SCHOOL","",""
"","","","","","","","","LEAVING CERTIFICATE","",""
"","","","","","","","","SSCE","",""
"14","","Edu/Moro/Pategi","SALIHU  YAHAYA KITAB","LP","None","40","M","FSLC WAEC/GCE NCE","",""
"15","","Edu/Moro/Pategi","MOHAMMED DANJUMA","NNPP","None","44","M","PRIMARY LEAVEN","",""
"","","","","","","","","CERTIFICATE WAEC","",""
"","","","","","","","","0ND, HND","",""
"16","Edu/Moro/Pategi","BELLO TUNDE","PDP","None","56","M","FSLC GCE ND","","",""
"","","EMMANUEL","","","","","","","",""
"17","Edu/Moro/Pategi","ADEBARA MOHAMMED","PRP","None","34","M","ST’JAMES PRIMARY","","",""
"","","","","","","","SCHOOL","","",""
"","","","","","","","NABTEB FEDERAL","","",""
"","","","","","","","POLYTECHNIC OFFA","","",""
"18","Edu/Moro/Pategi","MOHAMMED NDAMUSA","SDP","None","61","M","FLSC WAEC BSC","","",""
"","","GUYEGI","","","","","","","",""
"19","Ekiti/Isin/Irepodun/","JEJELOYE OLAYEMI","A","None","41","M","SSC BACHELOR OF","","",""
"","Oke-Ero","AFOLAYAN","","","","","SCIENCE (COMPUTER","","",""
"","","","","","","","SCIENCE)","","",""
"20","Ekiti/Isin/Irepodun/","RAJI ONILE ISMAILA","AA","None","30","M","F.L.S.C NABTEB","","",""
"","Oke-Ero","","","","","","","","",""
